Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Sector
AVA,Avista Corporation,-19.95107778,18.85219357,-37.8026155,-9.8197491,17.80106151,-22.46791708,-3.69758996,11.12391658,-68.47378534,0.98943963,2.123,-68.12106847,5.32260035,9.07352151,8.19701406,-0.30580506,-1.18841276,12.30540037,,-89.91303542,-19.16656873,2.07188824,2.08840849,1.6872624,0.1425,2.01952208,6.23068771,2.95558874,0.75972304,1.03430155,16.788193,,1.42268057,Utilities
AVAH,Aveanna Healthcare Holdings Inc.,1.18607329,6.49504533,8.07554264,-1.04919692,29.75501288,42.69373942,-29.6953876,4.42738911,,-463.1155303,-3.5679,,-465.62831072,-37.03386299,-25.74166044,0.607027,0.11455097,5.37427874,-319.93299832,-121.3003663,-3.37958599,3.95833333,8.76687805,17.47355613,-0.021667,-12.04695177,-227.38366081,-15.72389785,0.84721398,-35.91739,,,0.12424833,Health Services
AVAV,"AeroVironment, Inc.",-18.11106154,21.26928289,-21.59605633,23.45931632,32.25853597,-63.7233496,168.69700103,5.54838161,,-4048.46698113,-7.0358,,-4111.42993783,-32.5828437,-11.18261778,-3.93947464,-4.02832541,-24.81923038,-861.58848119,89.22981366,-0.64158539,2.37305195,3.21507259,2.94953744,0.598333,-16.94094319,-24.84903803,-19.34905998,2.85749471,5.65925036,,,5.32811669,Electronic Technology
AVB,"AvalonBay Communities, Inc.",1.81014718,13.06621807,4.53094983,25.42607413,34.28258505,3.22410263,17.77162831,29.6132201,146.75833095,13.01056682,8.1067,150.47089713,13.21943047,43.00146663,2.79242063,3.1291464,-0.08089433,2.5232272,-16.22791979,16.67271581,49.21689007,2.78113664,2.0703135,2.21219167,1.296044,6.15471004,10.98525317,6.46946607,,2.09661278,18.98836803,17.22651562,8.69369598,Finance
AVD,American Vanguard Corporation,6.32982344,9.31347234,11.34494123,13.5099384,37.3020677,4.99772831,17.95271158,6.66830705,-156.06060606,50.09816754,0.9174,-154.90093848,47.43638027,4.49529621,5.03337172,0.20555771,51.76707848,-2.34506077,-34.09472776,-42.94340408,7.19208025,1.90369541,4.53791605,4.62293417,0.14,1.51737583,3.05182721,2.18256189,0.97673648,0.71636712,23.24561404,,0.4495425,Process Industries
AVDX,"AvidXchange Holdings, Inc.",4.98951879,27.35045832,6.75102024,40.87650216,52.36099257,-35.89923843,28.78930325,-27.6206733,-16.375,55.1285426,-0.5114,-17.39212008,52.84510452,-32.01643749,-2.39628152,7.03347967,-0.41657531,-21.04147253,,61.22194217,-10.31041568,7.31132075,4.24841603,5.53179394,-0.026489,-4.15448695,-12.7763092,-10.23234578,1.32166606,2.6057545,,,4.99590801,Technology Services
AVGO,Broadcom Inc.,1.63746708,20.95810565,0.83232183,38.31373866,62.0064452,0.90799031,30.87266553,43.02924435,-5.11273031,76.8239285,26.5319,-5.11347314,70.65023753,34.62036563,-3.0713246,-0.10046465,0.07631452,-0.73250068,4.9543379,22.45326927,49.12809084,2.68547117,2.92682315,3.04136216,10.959787,19.47509463,64.75734028,23.11890029,2.24520082,15.35476805,25.74445957,20.50539002,10.04679669,Electronic Technology
AVID,"Avid Technology, Inc.",10.97115866,1.82195617,6.50126887,3.32517958,63.75316533,29.27671327,12.57442959,13.36038887,-1097.70114943,37.78250168,1.2315,-1106.2992126,33.47105441,13.23413502,4.90985401,7.26732406,15.21572731,4.64052747,-203.65346077,-41.13885396,7.85025862,0.11127596,0.18121741,0.11874125,0.534,11.94404545,,38.91606033,0.88668781,-9.94185232,36.94878116,,2.79663269,Technology Services
AVK,Advent Convertible and Income Fund,,-95.40010561,,-100.57483629,-11.7685411,,-179.82876314,-2344.92402492,,-189.95519452,-4.9389,,-190.13462599,-2522.55210359,-24.92486105,,,7.71079799,,,255.13048449,0.64171123,1.46695939,1.32086262,,-4.6327043,-8.23817652,-5.93065173,,0.75374899,,69.38314653,,Miscellaneous
AVNT,Avient Corporation,-2.51862363,2.45513497,-2.78675283,-5.06395471,26.65665754,14.55223881,3.65477763,8.5283641,10.93173432,-33.78292099,1.6594,11.05527638,-33.70883882,2.43751656,21.76819019,-0.97198586,0.0688105,16.66405883,33.88235294,119.89489489,8.62256764,1.15052733,2.51716446,1.76411251,0.565565,-0.02703823,-0.07238684,-0.03939852,1.48319382,1.22342163,111.26062323,19.30145722,0.87931604,Process Industries
AVNW,"Aviat Networks, Inc.",9.22256828,14.40260893,10.07273824,13.02879114,35.62305067,20.35752979,5.03144654,8.48863076,-31.91541079,-45.6820467,0.9724,-31.70382491,-45.51984877,3.32609141,12.53210828,-0.04552161,-70.03051439,-5.98290598,,-800,-2.01360097,0.83300278,2.72408899,2.42552186,0.75,3.34921557,5.46543685,5.40709141,1.57346937,1.29943474,26.40584246,,0.87045959,Electronic Technology
AVO,"Mission Produce, Inc.",18.22704659,17.29281148,56.35359116,-28.51405622,8.50941773,171.62162162,-44.90740741,1.67320011,,-177.52453308,-0.4898,,-177.06013363,-3.30815566,0.68689181,1.48291425,0.18566654,0.3750586,,1.51515152,-2.48589731,1.26234907,3.54673414,2.35318743,0.17,-5.14008848,-9.35493147,-6.45076008,1.3597561,1.294881,,,0.69855019,Process Industries
AVPT,"AvePoint, Inc.",8.89176123,21.06727668,8.13540617,18.93019919,70.64332721,29.03008909,29.43563049,-17.37375129,-36.38170974,52.46208186,-0.2288,-36.83809938,-18.20324257,-17.91778393,6.89281727,-0.73248305,-7.42808317,,626.04878049,-280.10899183,-1.99148658,1.25348189,3.86143885,4.29220092,0.025583,-10.65822749,-18.69551157,-17.72909546,2.08465483,5.86199647,,104.89611287,5.29943119,Technology Services
AVT,"Avnet, Inc.",0.61383482,9.15717058,0.76048718,7.30939023,11.99139793,0.34202553,20.61663725,4.57792308,-17.31452249,19.0231103,8.2558,-17.16464098,11.3303552,2.90474227,20.00154359,3.49027319,-1.56575631,76.92854796,,-238.68125722,-3.42307372,1.66411211,1.88877367,1.6854632,1.5225,6.71011018,17.23593535,11.20397922,1.24390487,0.88367642,5.55585151,,0.16017036,Distribution Services
AVTA,"Avantax, Inc.",5.02753118,1.25840723,10.8023143,19.03886249,27.58396149,138.95548961,30.15296255,-2.32919627,,-778.33437696,-1.0833,,-770.23333763,0.46826988,-10.20686779,-3.02500974,49.42773584,-94.0194804,-31291.12903226,,16.09567049,0.15582392,0.2634869,0.18696444,0.2275,-2.0936864,-5.02265026,-2.41388521,2.3682364,1.66258568,,,1.42097515,Technology Services
AVTR,"Avantor, Inc.",-2.04459922,1.70996873,-5.56978233,3.28224603,30.40972259,-1.15707261,7.44622173,15.34662691,-106.02678571,19.26345609,1.0104,-106.00823045,19.89172197,9.1382248,-3.11501597,-2.48284923,-2.91856398,-10.17671212,-27.88511749,-15.70326409,9.45370321,1.19667014,2.51585386,2.61778707,0.251063,3.19239683,8.92118809,3.96274328,1.03780401,2.68586864,31.01844427,18.11666251,1.82007358,Process Industries
AVY,Avery Dennison Corporation,0.37311648,7.50448961,5.8547163,3.87147064,26.53524056,6.66016894,6.15360648,11.86043167,37.74909238,4.28909496,9.2105,37.74900398,2.29698689,8.37564856,-0.26468965,-1.61136179,-6.54068538,-0.88826697,92.11287988,-13.7534731,7.55478853,2.52331561,2.0753843,2.43102437,2.227094,5.96955871,23.71957061,10.57450117,0.68440039,6.72880049,28.4864146,23.15272804,1.65542411,Process Industries
AWF,Alliancebernstein Global High Income Fund,,,,,,,,,,,,,,,,,,,,,,0.56413043,1.14733781,1.10355392,,,,,,,,,,Miscellaneous
AWI,Armstrong World Industries Inc,6.73017824,11.43141153,14.03225806,10.69228874,36.43662314,18.03084223,11.74914998,17.20055146,16.48228435,12.65713388,4.3017,15.44850498,7.89189189,15.94355689,-1.33333333,0.08760147,-3.14555333,2.29303157,3.29896907,0.18621974,8.72597518,2.11661887,2.4139286,2.96122833,1.028981,13.07193328,40.78792807,18.47274513,1.3073197,6.30940354,14.80334159,24.04310044,2.56604163,Producer Manufacturing
AWIN,AERWINS Technologies Inc.,,,,,,,-331.23361055,,,-84.0805718,0.049,,-40.40028376,,3.05590495,,,,,-168.78935099,,11.66666667,16.81875499,20.75559896,-0.07,,,,,-1.45325654,,,,Electronic Technology
AWK,"American Water Works Company, Inc.",16.95095949,-3.51145038,35.12064343,2.43902439,40.98101266,29.5503212,4.91266376,33.57067511,57.10065646,-35.07550867,4.5055,64.70588235,-35.07521774,21.62447257,5.71661298,4.27773457,8.63169089,12.56213285,17.84232365,-268.11145511,-31.35548523,1.58574115,2.51256342,1.71356873,1.654909,3.18887105,10.35261421,4.46386219,1.06575964,2.79205205,24.66070907,,5.68958745,Utilities
AWP,abrdn Global Premier Properties Fund,,-96.49621258,,-113.51896668,-322.56090974,,-199.5596405,-13785.7410711,,-201.795805,-2.1257,,-201.79778027,-14008.44526611,-37.84475844,,,-39.12042727,,-47.56744593,693.96905594,3.52710647,2.5247922,2.4548689,,-20.23947246,-24.80208985,-20.4457435,,0.74689768,,27.58387003,,Miscellaneous
AWR,American States Water Company,-2.49220991,-1.46836844,6.16736825,-4.4350538,47.94131769,10.55198687,-6.77504072,25.74848228,11.90039884,-17.00188561,2.1128,11.91433566,-16.90063016,15.90936834,7.0169486,3.84702374,5.33146924,16.75805264,32.71186841,-67.43631399,-9.85518628,1.90537913,1.84955066,1.49330977,0.826667,5.71719087,16.13147394,8.56136342,1.07917406,4.06322165,24.69292136,,4.99198168,Utilities
AX,"Axos Financial, Inc.",11.0978857,64.89071179,,,,,,33.79580566,11.08495938,27.69734357,5.0715,9.40012523,27.60472922,24.04185575,16.88590382,3.0197274,11.9223294,-38.73853215,816.86672442,114.00646204,21.77374286,2.44037715,3.70187139,3.79276976,1.355,1.62454364,17.25582085,13.25423039,,1.13510519,7.24859622,7.92421859,1.72539898,Finance
AXL,"American Axle & Manufacturing Holdings, Inc.",5.14090635,12.52375596,11.88340807,-2.94630128,10.55942369,11.65835411,-8.6240077,4.61188474,,966.6,0.5333,,980.70175439,1.06162967,-2.95083131,0.99946817,-0.99171353,-5.51871722,,-22.31243001,4.78250379,3.95480226,3.6575023,3.93285917,-0.010772,0.73429643,7.43267504,1.15280195,1.32336252,1.32357293,20.28843461,4.08817525,0.14169612,Producer Manufacturing
AXON,"Axon Enterprise, Inc.",9.20059584,37.82269936,13.72793995,37.19774199,61.23342872,99.74890653,,7.83681462,-73.17512275,,2.0286,-72.48499081,,12.36529726,68.93005017,2.30904846,-0.0371952,2535.79080025,,140.66990135,15.08981583,2.32654453,2.64102848,2.31792782,0.756308,3.94715803,7.49360752,5.87369637,2.97947345,11.64365114,153.99433639,141.39683519,11.46763349,Electronic Technology
AXP,American Express Company,2.76781444,27.3870325,4.67390242,24.54226587,63.83739954,9.67741935,25.36502547,19.70478776,14.11768776,-1.8071147,9.8404,12.74918869,-6.83408296,13.40680678,21.93393725,2.32050109,-0.51337253,7.33906838,121.11643643,47.78965173,34.56068751,1.34275124,2.22643758,2.52777217,2.652207,3.41609703,31.01981898,11.3501399,,4.31349544,13.45135067,5.66543721,1.61728976,Finance
AXTA,Axalta Coating Systems Ltd.,0.77887686,10.60187492,2.98299415,-0.87833193,26.57030546,5.29531568,-8.03266699,9.24166735,0.47723935,-24.26186292,0.8619,0.66115702,-27.39674119,3.92269265,-2.18921465,0.60709082,-2.17158839,-3.16426365,,-70.57603687,2.61444599,1.39324961,2.66128829,1.68154252,0.379763,3.251893,15.31106922,4.45620223,1.44665964,3.89749349,25.05365854,24.78872017,1.13072904,Process Industries
AXTI,AXT Inc,-4.17418191,2.71120072,-66.43835616,9.92744759,36.93433864,-103.5360069,3.49436796,8.89610114,-51.00250627,8.60534125,0.366,-52.00119474,8.48027444,11.2040987,11.31960258,-5.57002698,-13.57965803,195.57409759,,-12.98937785,-26.38217662,1.88679245,3.40503496,3.78054527,-0.114,-0.37796816,-0.62753749,-0.62350914,1.16567801,0.42768125,,,0.91213727,Electronic Technology
AYI,"Acuity Brands, Inc.",1.00969709,-1.34544819,1.04998859,-0.09565373,42.28277921,-7.68765133,-2.46507806,12.65877233,-19.8195177,-2.92138075,10.76,-21.04761905,-9.89583333,8.75461768,-2.06022642,-0.88400361,-16.36854539,-16.85958732,-42.43614931,96.84372594,12.93962856,1.097867,2.57081224,2.13792471,3.195383,10.04543673,17.62069668,13.88108802,1.72438697,,14.86619496,9.8808686,1.27854769,Producer Manufacturing
AYX,"Alteryx, Inc.",-5.56892213,59.5407873,-8.04570425,53.40401914,86.1133519,-31.25504948,-83.44997289,-30.08216481,-33.29932507,-73.84264453,-4.6489,-34.77845791,-77.25802951,-37.23592805,-2.6507669,-6.61816074,-6.27151883,11.11332778,-218.40152119,-561.88016189,-16.41074923,2.03012443,3.89283335,4.77328304,-0.055255,-19.80349243,-281.93795953,-26.54728847,2.61413043,12.27497218,,,2.39730203,Technology Services
AZEK,The AZEK Company Inc.,2.61085752,14.98014375,22.21164246,5.31912984,30.29634416,37.28630556,5.37001238,10.49597739,114.49814126,-18.12983518,0.4868,114.31205064,-19.2431562,5.54926061,9.170832,-1.05336543,-0.40039851,33.15212158,302.55926792,-316.77050062,-5.0564848,2.22841226,3.51770393,2.99735869,0.292769,0.85935221,1.41345626,0.96760461,2.0848754,2.65285828,186.95652174,20.75379447,2.97996847,Producer Manufacturing
AZO,"AutoZone, Inc.",39.11651295,7.41423792,39.77143001,7.05531327,51.95803063,41.69714058,6.96510485,19.90000807,36.17457768,12.94709068,132.3575,33.52019305,4.06741181,14.48356378,4.65357119,2.48722875,6.16016825,16.99316686,26.79057936,-15.54363102,12.2822096,1.99127314,2.17563397,1.98441392,31.206538,16.17627325,,41.87875047,0.11927869,-10.14579837,18.62693685,21.45465123,2.63510538,Retail Trade
AZPN,"Aspen Technology, Inc.",39.48398716,116.49475131,108.95563535,48.00014165,40.02622158,172.76918011,78.44472872,-17.53197252,,-258.41170324,-1.6676,,-356.91398055,-10.32007953,-3.23228137,-0.55507315,-2.86834591,-80.6191552,-13.8161099,28.5285485,27.76260369,1.11609679,2.04424507,2.22663131,1.443333,-0.73166822,-0.82133251,-0.80982041,2.36379165,0.87384388,,39.69285262,11.01976937,Technology Services
AZTA,"Azenta, Inc.",11.82404431,8.13602412,32.26977497,7.50967321,41.51572103,,-50.91784084,-4.32458803,45.58204769,-485.06118058,-5.7274,50.01014816,-487.33419415,-2.03169048,104.23729,-5.55102538,7.43782088,-43.87333274,,-655.86798829,-97.11664128,1.70850032,3.17146229,3.31046108,-0.0155,-0.618333,-0.68275154,-0.67075731,6.7217756,1.07462041,,,4.84870862,Health Services
AZZ,AZZ Inc.,1.96201835,151.83676498,0.23397479,92.27815257,20.99423639,-3.40395144,134.88589398,14.11537349,-0.87889627,-15.31964424,2.8373,-0.66615244,-5.84727809,5.01182715,96.06584839,0.38912464,-3.78890253,349.97304873,53.25384332,-79.11727011,0.98477769,1.54438971,2.35725196,1.74178188,1.014,3.44716363,9.41231087,4.09747655,1.32510651,1.34863834,16.72278339,33.5324063,0.89994124,Producer Manufacturing
B,"Barnes Group, Inc.",1.09026097,0.30918903,4.82731482,-6.3991371,33.69280994,3.31220652,-4.48107144,11.13540197,31.94390339,-86.50334987,0.2639,31.86412341,-86.5038599,1.06804963,-6.32911884,-0.1509592,1.58668402,-5.43433258,-101.97000329,-69.72301386,3.20731843,1.69879124,2.20227612,2.56821196,0.482575,2.60478853,4.67609241,3.28043765,1.41011662,1.15792974,24.99391678,23.79754819,1.21138915,Producer Manufacturing
BA,Boeing Company (The),-8.33881829,6.9373535,-39.31712364,-46.57513113,5.19915324,-215.55555556,-171.36384232,-5.33577552,-994.35418359,-16.00313239,-8.2955,-997.98657718,-17.44407425,-7.40913117,-1.04798199,-0.36579756,0.00765287,-1.77562415,-112.02016285,,3.43807708,1.80422591,2.6623286,2.84783127,-0.307753,-2.08432197,,-8.75179562,0.3004771,-6.70280374,,23.44444733,1.42790908,Electronic Technology
BABX,GraniteShares 1.75x Long BABA Daily ETF,,,,,,,,,,,,,,,,,,,,,,2.39342404,2.82342151,3.07515233,,,,,,,,,,Miscellaneous
BAC,Bank of America Corporation,1.12712617,20.65955181,,,,,,27.84085992,2.40072818,-10.78870715,3.1852,5.31857451,-13.91581712,23.82427778,-4.0734083,0.9570959,2.5240492,0.36504772,,246.74377672,71.60784449,2.34159455,2.58938027,2.28599874,0.680551,0.97985189,10.96071062,5.47189561,,0.8495433,7.28902155,,1.26327565,Finance
BACK,"IMAC Holdings, Inc.",-35.79825181,12.51129931,69.89876479,33.37789667,-9.06105161,51.2431307,0.93762425,-60.84691396,62.20992503,-38.55220656,-19.4307,62.0589712,-73.70875488,-113.14201033,-59.30248098,-20.50044499,-12.19421777,-29.61236994,82.17314014,-28.24881055,-65.64968965,4.71204188,7.59473027,8.44087131,-0.6,-137.82417169,-268.0376156,-201.99501512,0.32529792,0.46026171,,,0.20142096,Health Services
BAER,"Bridger Aerospace Group Holdings, Inc.",3079.01979621,17.78323338,,-7.41170897,24.30536991,71.72546252,-263.79086264,-48.77631079,-169.39862979,-1356.16511794,-8.1487,57.43173684,-1362.05936043,-707.70628794,56.8219926,-3.15518423,0.41708214,242.75609633,62.04886996,5.09480336,-97.67538187,7.27650728,11.13112239,13.34413725,,-30.97199915,-52.76694871,-33.24414401,2.39217961,-0.37790515,,,17.4718527,Transportation
BAFN,BayFirst Financial Corp.,28.32298137,-0.38863065,,,,,,10.76805386,120.44581091,-104.97341416,-0.2937,87.41542625,-101.41766187,8.38127295,2.54859125,1.64136847,12.57919532,-54.62613362,52.48111391,-29.19367755,113.63678091,4.64135021,3.69735648,2.25572768,,0.74473212,8.11455847,7.24293862,,0.47423216,29.29262394,,0.46391854,Finance
BAH,Booz Allen Hamilton Holding Corporation,9.09170862,10.70352834,5.2748877,7.35247548,21.38221223,1377.38635218,-19.65000355,5.3042631,,-40.90340595,2.0318,,-41.83760186,2.91239434,14.62404833,-2.03338527,1.8882734,-1.22436825,-138.61291052,-19.78031016,5.68848756,0.81239531,2.04563655,1.68223913,1.32545,4.59219924,27.64018506,7.29103637,1.20843683,15.93912307,54.38266854,31.34434168,1.63484415,Commercial Services
BALL,Ball Corporation,1.14220445,9.74734424,-4.01606426,-13.63188976,11.47809026,-10.96408318,-12.78467909,6.62524526,-2.30810521,-15.1382384,2.2468,-2.25988701,-18.10933941,4.70241988,0.98914477,0.30831966,1.12860113,15.0913326,,-4070.58823529,-8.8293002,3.03330036,3.12701968,3.46604112,0.79884,3.87862861,21.83262567,6.53680541,0.49855617,4.23651132,18.55842245,,1.02703455,Process Industries
BALY,Bally's Corporation,1.25033405,70.57105675,0.64921268,47.20547544,41.93411816,3.03578179,44.70586576,7.97462434,-114.68861979,-216.95377424,-7.3229,-114.38352324,-271.01755059,-18.86532148,-3.86228626,0.30748171,0.22639118,13.7656366,,-856.50260646,-6.263452,5.89615385,5.86160042,4.90835568,-0.095669,-5.13553548,-27.25356996,-6.01164376,0.75515927,0.46506779,,,0.18355052,Consumer Services
BANC,"Banc of California, Inc.",-1.10588139,25.57439984,,,,,,44.44071135,140.18175917,99.504533,1.8925,138.12293752,94.33571153,31.01747601,-2.20695854,-1.31472269,1.08431437,26.86565701,,27.40542037,34.2290193,3.22128852,5.0323745,8.72409894,0.16,1.09853806,10.46726484,4.94106004,,0.67963655,6.31104004,,1.38035218,Finance
BAND,Bandwidth Inc.,5.82542584,16.75368247,5.91197136,4.89906392,39.08439646,,-55.07421173,-4.2439004,-223.33873582,55.8000917,-0.482,-207.72639158,,3.41445201,-12.78423408,6.52149173,-0.32389857,-2.07218375,,-115.08028352,-5.18832701,2.37113402,5.12589764,4.7914924,0.1975,3.33261914,12.64428686,4.10062911,2.20714395,0.90648873,,,0.42236482,Technology Services
BANF,BancFirst Corporation,-25.35536666,21.57454238,,,,,,40.02292495,-7.5257042,14.76211296,5.7746,-7.31139793,15.19417765,32.55006406,31.69471694,0.78481631,,0.99710553,,23.99094044,30.91413256,2.08641975,2.54473673,3.0262752,1.44,1.79637058,17.20030884,,,2.15820446,12.46406399,,3.87825103,Finance
BANR,Banner Corporation,4.90970839,4.22257647,,,,,,36.40990976,15.59186511,-1.52496743,5.6697,15.81925185,-2.82022204,30.43109866,-5.78022815,-0.49314919,-20.47391031,-13.63712297,,82.4315479,33.42611139,3.24578791,3.69614809,5.03560644,1.301667,1.22615649,13.33986057,10.57222192,,0.97691696,7.33603667,,1.95791073,Finance
BANX,ArrowMark Financial Corp.,,25.85460843,,29.60782961,84.05659247,,-37.87572974,33.24174639,,-59.81382979,0.7555,,-57.52728357,20.78633997,-4.680652,,,-7.33333333,,-9.93064626,63.49389153,0.70646643,2.30178658,1.68116106,,7.10772335,9.54691455,7.1528648,,0.8177308,8.43677419,9.31851458,5.5467584,Miscellaneous
BARK,"BARK, Inc.",-4.30576827,5.50032913,0.00868445,7.27323847,54.88095794,0.55341437,38.03652568,-11.92400736,17.79448622,20.37968893,-0.3481,17.8777637,9.9269389,-11.49211212,-7.75029316,-6.63478348,-0.54574639,20.95558024,-172.3428313,92.96190622,-2.49292473,7,5.66750881,5.95729582,-0.030843,-14.20470122,-31.39098,-18.48543217,2.16152768,1.0677417,,,0.34706343,Process Industries
BASE,"Couchbase, Inc.",5.22733925,25.32094348,6.14700348,23.72541628,86.91481941,2.29051621,-15.23000337,-43.69606779,7.35540654,-9.66654715,-1.5293,5.59542857,-17.628673,-44.23991112,-8.56501724,-2.33134245,-9.77931631,,81.22564648,-10.46870946,-30.24789438,2.18579235,3.61085213,3.2222881,-0.183,-29.82431986,-50.22190721,-48.80556181,2.02992462,4.45358206,,,4.18767136,Technology Services
BATRA,"Atlanta Braves Holdings, Inc. - Series A",772.15226656,4.40717594,,-30.93246925,13.65330017,,-48.43852128,-4.27381359,50.12774111,-162.79069767,-0.5537,50.12936387,-162.74027372,-5.8060252,-10.81427882,-1.46081488,-0.31604028,-19.61858866,-191.26878931,-14.94433717,6.06224334,1.63767357,2.38870124,2.32877899,0.186667,,,,1.1996866,7.90268671,,,,Consumer Services
BBAI,"BigBear.ai, Inc.",-8.76547896,6.47968786,-12.23930285,26.19760479,27.73545103,15.49431696,40.67827552,-32.36867061,38.63636364,17.47791443,-0.9528,35.54970626,1.52000777,-78.49378431,-49.04858057,1.78671816,-0.21869792,2.91782504,-6.49912624,-143.24178783,-32.05385424,3.96825397,7.68188242,6.49937668,-0.0675,-40.99796653,,-53.43094491,0.99632215,-3.95672334,,,1.15208033,Technology Services
BBCP,"Concrete Pumping Holdings, Inc.",11.94904955,27.06834532,1.60785757,18.79297451,40.77081028,21.69451975,18.58397692,12.56665969,92.81045752,,0.468,85.28867506,,6.82844413,17.1028114,1.97784395,-5.68718625,20.89781485,,-264.90837997,-5.3599374,5.44478528,4.10922989,6.505836,0.179473,3.43370105,9.4668832,4.28325724,0.90973365,1.34865296,12.97192643,12.70286802,0.82965444,Industrial Services
BBDC,"Barings BDC, Inc.",-57.2136815,50.82452113,-78.49479393,65.85554321,82.66293144,-0.50328533,-68.62032595,14.9964682,1.68753402,-96.17454179,0.0455,1.17525409,-93.974417,2.24930205,25.40835059,0.12805652,0.22936412,5.49092641,21.70285651,276.08013834,99.53630069,1.49769585,1.71934492,1.57985801,0.315634,3.18027817,7.18642602,3.2237298,,0.79738176,10.74390244,6.12689301,4.43142298,Finance
BBGI,"Beasley Broadcast Group, Inc.",9.83504595,6.19431665,102.97981675,8.41307261,12.95899722,192.50821236,-0.92394697,5.93766657,-194.35551811,-2872.70833333,-1.4269,-194.93664193,-2891.61216208,-16.40426828,-5.64512797,0.04269601,-0.58883437,0.26980486,,65.40867936,-0.86430736,5.32821824,6.40176696,12.14244068,-0.06,-5.43410011,-17.26891279,-7.15575135,1.71923788,0.09377036,,,0.08172449,Consumer Services
BBH,VanEck Biotech ETF,,,,,,,,,,,,,,,,,,,,,,0.76822004,1.01246547,0.77420258,,,,,,,,,,Miscellaneous
BBN,BlackRock Taxable Municipal Bond Trust,,,,,,,,,,,,,,,,,,,,,,1.04239055,1.82984745,2.16735189,,,,,,,,,,Miscellaneous
BBSI,"Barrett Business Services, Inc.",3.91216765,10.38144155,63.83725889,14.77794178,21.68371073,1105.20732883,25.94337976,5.59362095,2011.77474403,30.91702358,6.5414,1977.65567766,24.13141101,4.48324332,-7.66908973,-0.66322684,2.57431514,-16.27337049,,,1.11967266,0.67699369,1.66610413,1.61062792,2.3675,6.55394496,26.55624498,24.63405006,1.2436945,3.36707621,13.0567666,20.93049151,0.56255158,Commercial Services
BBW,"Build-A-Bear Workshop, Inc.",-9.01707622,13.70886611,-9.65594811,12.80860728,52.54382534,-40.09929776,20.8501796,13.36568812,-41.05586879,7.33387911,3.1466,-42.92168675,1.52332593,10.25458555,3.67168568,-1.25979137,-4.9624164,-12.21284195,-36.68341709,68.65694089,7.18942935,1.724846,3.12560849,2.65715602,0.5125,19.51181187,50.47439647,31.29239157,0.61413599,3.04951927,7.12460806,6.27707799,0.74311931,Retail Trade
BBWI,"Bath & Body Works, Inc.",11.67621777,-4.08525755,4.36241611,-15.65983925,43.02910053,4.09836066,-32.81381634,18.17460317,22.7427598,-29.68173999,3.4335,22.22222222,-39.98499625,10.5026455,-8.82841022,-3.13257505,-1.45533623,0.66522535,-6.12244898,-33.22422259,10.79365079,3.22344322,3.28485794,3.53318662,0.351481,13.84706815,,20.57697969,0.88623248,-2.9060986,9.12245829,8.06396855,0.86074852,Retail Trade
BBY,"Best Buy Co., Inc.",1.22530897,-10.55427832,3.23943662,-14.94113573,21.22337898,7.23562152,-26.33212623,4.16864659,12.75234319,-36.13007436,6.2871,12.29508197,-42.17603912,3.06492721,-9.71777879,4.28921569,2.70201376,1.01574403,,-64.45328032,1.93096894,1.53834609,2.10653984,1.77016286,1.195879,8.3937925,45.04976427,20.58893943,0.31459741,5.23869274,11.54097402,8.03418852,0.33134781,Retail Trade
BC,Brunswick Corporation,-2.36866254,16.52355376,-5.99752679,14.17836906,27.21294149,-10.44189853,16.56277827,13.90006165,21.46921552,18.96374016,9.0027,19.94657168,14.10753413,10.00117436,16.52165899,0.02385269,-0.03439578,37.38332377,,-35.54903877,2.9036141,6.33368437,2.58577733,3.1097751,2.007294,8.93020567,27.0920604,12.06703911,0.85265423,2.38174526,8.95781312,14.81920883,0.71840162,Producer Manufacturing
BCAL,Southern California Bancorp,1.8746548,36.96359952,,,,,,30.04856251,-18.20239982,23.10263195,0.884,-18.31225681,50.46222803,16.43881736,1.02954962,0.74736492,50.46484905,168.01196831,-31.68548469,8.24627074,19.76677753,1.94244604,3.29528574,3.91449238,0.36,1.31129477,11.69183941,10.33619456,,0.95780754,8.46064885,,2.21014552,Finance
BCAT,BlackRock Capital Allocation Term Trust,,,,,,,,,,,,,,,,,,,,,,0.87209302,1.40193241,1.236235,,,,,,,,,,Miscellaneous
