Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Industry
RCM,R1 RCM Inc.,2.76759531,22.50101723,3.88086643,16.61248375,19.85717449,-6.44194757,34.19497784,9.82063773,0,91.20967742,-0.1635,0,-159.25925926,-3.18866253,254.64017112,0.03154201,-0.74595055,125.86125531,2.55591054,-148.52182074,-5.72409212,2.7124774,4.85858924,3.59307881,0.083092,-1.29865019,-2.40279598,-1.44619497,1.79858549,1.69977398,,74.09422636,2.36673984,Miscellaneous Commercial Services
NFG,National Fuel Gas Company,-49.60452376,68.01710497,-56.02633203,111.69765506,58.18685569,-41.74477923,88.64810572,54.88953645,-34.61262788,54.93533016,6.1452,-34.25610449,55.6512222,18.44549363,5.76092663,1.74953892,1.08005859,-0.93361963,-110.10985196,-98.25460207,0.02264866,3.12127237,2.05274795,1.79269252,0.842055,6.92202676,22.72668658,11.93561937,0.48348205,2.21537568,8.26794918,32.78894589,1.75300659,Integrated Oil
VNOM,Viper Energy Partners LP,-1.79284229,67.08259061,-4.86217164,80.4789215,78.82481121,-1.28305623,67.62841085,77.80545028,-8.72180451,135.21176471,1.9993,-10.03392831,161.53925549,18.14347905,-3.74578818,-1.74511944,-6.57954928,-25.72744349,,2355.33580076,76.00038665,1.46853147,1.87882207,1.74140531,0.479244,5.58798981,23.68531486,12.1789186,3.76772677,3.03527177,12.71337127,,2.82991898,Integrated Oil
LANC,Lancaster Colony Corporation,-2.20977126,8.7173629,-1.13451842,9.89859999,21.18234737,18.41109124,14.87380014,9.13440514,-62.65978919,24.20376291,4.0401,-62.65094648,24.24632394,6.09203595,2.81477369,-1.47673476,71.69768108,-17.23157604,42.46370023,,7.44680326,1.52238806,2.5402064,1.8767511,1.606,9.86590771,13.00515421,12.67808497,1.28115815,5.36014491,41.56763716,34.00803861,2.53251173,Food: Specialty/Candy
NOVT,Novanta Inc.,4.71783358,21.80412087,6.98084051,24.56296618,41.25958441,11.96969323,28.01750247,12.48259095,14.20969649,46.60884402,2.0622,14.31152477,47.12801256,8.60154977,1.08552688,0.56346186,-2.88609053,-0.81414674,,62.34053721,8.26295181,2.3563778,2.79421519,3.28461608,0.741667,6.30665986,13.27854712,7.47627569,1.8491153,7.95108168,60.18626854,62.57751195,5.20688376,Electronic Equipment/Instruments
MTZ,"MasTec, Inc.",11.19900149,22.96664106,214.18559013,-1.29462681,7.30061593,201.05550663,-18.45645407,2.11105745,,-90.65254542,0.4157,,-89.85679574,0.34111138,31.81422889,2.56737022,5.0951788,53.75124292,55.07524196,-85.72329729,0.90964056,2.89830218,4.01933233,3.52536486,1.843291,-0.15429678,-0.4991589,-0.23749049,1.50610713,1.67606838,,75.78936465,0.41617611,Engineering & Construction
FLO,"Flowers Foods, Inc.",-19.97030941,10.96930405,-17.59610399,7.21012676,45.07514011,-10.84463679,-0.18580341,7.33006757,-9.68617984,10.6622585,1.0711,-9.82887852,10.77032015,4.75244401,1.81867772,0.68836633,0.65600797,-1.29339597,53.63391655,38.85960779,3.98549925,0.64635272,1.80661782,1.50910896,0.282629,6.53160509,15.32762853,8.3470977,0.88643765,3.17588028,20.69787396,27.8593269,0.92425991,Food: Specialty/Candy
SRC,"Spirit Realty Capital, Inc.",1.37063609,20.0557382,1.34824009,19.66812624,54.36164377,1.43171081,16.26329573,45.50178978,-44.9509434,50.60552356,2.0395,-43.66298233,66.28577419,40.36429028,15.57790549,2.51907166,5.24282419,17.5523354,69.21031319,2.20954016,56.23469636,11.3427257,2.08406958,2.37902547,0.366529,3.54131932,6.68082484,3.62934266,,1.11888849,16.9712921,11.33472988,6.54411691,Real Estate Investment Trusts
ALSN,"Allison Transmission Holdings, Inc.",-6.00255428,15.27893422,-6.48648649,13.83075523,45.1787649,-6.78571429,14.8962149,28.38569881,-8.70989548,33.90142345,5.5312,-9.71428571,20.13574661,19.17659805,4.80143594,2.69769357,-0.0793336,-0.11871785,49.18032787,6.52173913,17.6959191,2.82685512,2.25178815,3.11034732,1.483329,13.44467641,66.18705036,18.48184818,1.85714286,5.35820245,7.24047399,7.58975207,1.54190732,Auto Parts: OEM
DEN,Denbury Inc.,-3.42337728,37.12956765,-13.63519232,61.05983148,56.17553958,-10.32069886,54.96165677,43.6380545,-24.89904165,748.91408803,8.8338,-24.57202435,757.39795007,28.17269978,22.44036885,4.50465305,21.90552626,-13.49985028,,38.66813876,7.00075396,0.86343115,1.98922164,2.05076473,1.454376,20.59774386,32.47012288,31.24111047,0.71001193,2.88400439,9.90069181,176.80189188,3.23916754,Integrated Oil
NEU,NewMarket Corp,-2.62431947,17.34592188,3.10113577,16.39675857,23.31080849,3.49166361,24.88162421,12.98969654,11.91776328,56.83384164,27.769,11.6714349,46.32074184,10.07892436,-5.92619866,-3.20136898,-13.89609155,-11.65931043,-3.11601012,-32.38819953,2.55808831,1.44755274,2.3194484,3.62693916,,17.18605847,48.51038755,22.56493548,1.69228245,6.05487796,11.51678866,9.76557608,1.66083369,Chemicals: Specialty
MGY,Magnolia Oil & Gas Corporation,-9.10915682,57.13742557,-14.5554296,69.03791295,73.19257147,-7.02394846,64.08818766,63.36916116,-3.86784851,99.39927236,4.7134,-5.12282616,113.66657579,52.26536787,47.27904865,-0.36229831,0.15550588,0.48834025,31.75933898,35.47546567,43.75479863,2.5974026,2.36915392,2.255526,0.535963,28.30366147,48.19708376,37.48645609,3.09825095,2.92703977,6.22690531,8.36781968,2.8781752,Oil & Gas Production
SEE,Sealed Air Corporation,2.37247924,1.95344971,-0.54455446,4.98175182,30.59075843,17.58287872,6.41228478,16.99427498,49.28637201,3.41286339,3.3331,49.2845787,0.02035831,8.70805934,-0.23437625,2.28650662,3.0658746,-0.57501722,-802.30769231,-24.28513894,6.66442156,2.96774194,3.18866915,3.20415391,0.627676,5.63617955,125.50236889,8.52210956,0.68924324,13.16176718,11.8777508,29.88110745,0.81883054,Containers/Packaging
THO,"Thor Industries, Inc.",-6.4945887,-31.8244723,-9.55361688,-51.30372448,13.08398862,-12.37933483,-52.56310279,5.26057107,-25.27864467,-66.24669111,6.9493,-25.20895634,-67.105846,3.36539836,-1.9883825,-3.88046851,-19.63616439,-23.62431635,87.94449227,3.41531443,6.95466746,2.38334615,2.55996054,2.56495699,1.036288,5.10289685,9.88973661,7.00080339,0.66444623,1.13654527,12.19989637,5.90342109,0.41055932,Recreational Products
IRDM,Iridium Communications Inc,2.32719514,17.3366965,3.20339877,36.38174106,30.01259303,6.47274793,8.07914825,10.63458866,94.6201232,,0.068,94.65859926,,1.20965169,-7.12978988,-2.6885402,0.05995803,-7.06442831,-8.57946989,4.88441934,37.92636686,2.44976603,2.75858083,2.4470422,0.054448,-0.81188481,-2.26230726,-0.9158862,1.52765056,4.06079139,,19.50675098,5.76892478,Specialty Telecommunications
VNT,Vontier Corporation,-1.54559505,6.47674457,-1.38810198,1.34022162,42.5040824,-7.70163736,0.82860881,18.58748901,17.36425339,2.66062603,2.4926,17.51207729,-2.83292978,12.60206004,-0.14943216,-1.70386818,-3.86362754,0.08346295,-3.26894502,-39.71843988,8.20248712,1.86078567,2.17144748,2.23716255,0.684409,7.07197797,49.82438535,9.48333493,1.11912078,7.86900861,15.32219822,12.23144241,1.42006561,Other Transportation
ZWS,Zurn Elkay Water Solutions Corporation,8.35796829,40.71797124,18.49366145,23.39147841,33.66359807,23.39181287,23.43096234,9.55687315,53.4428795,-6.72205438,0.3705,51.75438596,14.68812877,4.44687159,165.75113668,-0.28469751,0.19847833,4.50856628,,-55.36694958,6.97456702,1.74418605,2.34182252,2.1865367,0.272878,2.34773647,5.13751375,3.17126171,1.62030238,2.84480766,95.53144538,24.8460378,2.9896915,Industrial Machinery
S,"SentinelOne, Inc.",12.01562301,106.1430964,15.3551371,125.79392797,65.84931984,22.79740598,-43.996943,-95.35670888,17.61532236,-35.98363927,-1.3631,16.21705078,-39.68152091,-89.69607678,10.61277135,-0.25253244,-5,-7.24209078,51.68135399,-101.45793681,-50.14271198,3.65205843,4.2720287,4.2679804,-0.082058,-17.39354617,-23.36612964,-23.04917309,1.91009126,2.62235947,,,8.47243797,Packaged Software
SNDR,"Schneider National, Inc.",-5.75348219,17.75277694,-11.6356383,21.11618318,12.45381867,-4.55426357,13.44966762,9.17115862,-20.74195906,12.48572182,2.5604,-20.91836735,12.92550567,6.93174247,9.59447583,-0.39143758,0.69897484,-20.42175361,-2027.27272727,538.43137255,2.46502332,1.53631285,2.33513351,2.45717587,0.372757,9.48439823,14.76616058,13.88879511,2.04022892,1.57617664,10.92031474,,0.74663917,Trucking
MMS,"Maximus, Inc.",-1.50598416,8.85026037,17.55524437,-5.9020538,18.34035195,-6.12527661,-13.40333952,6.7325154,-3.16663449,-29.5568929,3.2892,-2.90990311,-30.00412088,4.40136488,-3.06511466,1.13694889,1.14365311,-11.79620975,-110.42305292,-51.39041137,5.04627708,1.38432018,1.92513173,2.56462289,1.13,4.29223106,10.8871534,5.70984891,1.45768263,2.86381334,26.07686263,21.3214615,0.93187645,Miscellaneous Commercial Services
TWNK,"Hostess Brands, Inc.",2.01416896,18.92856267,4.7183018,14.61988457,32.21298374,-1.17089382,9.8061004,16.42290166,-14.96837667,37.91705283,1.1905,-15.15578887,37.63317379,12.08909982,0.71326394,0.5253456,-0.77942781,-9.97527252,543.26987682,-8.99835473,9.529328,0.42130605,0.3670863,0.35483697,0.26272,4.82319251,9.40827875,5.97595951,1.4720962,2.46814632,26.63895107,40.01661008,3.23245936,Food: Specialty/Candy
KEX,Kirby Corporation,-1.60515048,23.95084258,0.72653525,37.47266311,18.75820988,-0.09342199,28.21034749,6.62920315,10.42539816,,2.0265,9.7985875,,4.39026212,2.88681573,,-9.04161396,-7.27658756,,-45.6425763,4.3638325,1.73390905,1.99429632,2.84074372,1.03,,6.46907532,4.68935178,,1.46200241,22.48191093,,1.46784073,Marine Shipping
RITM,Rithm Capital Corp.,25.35342136,-29.91576753,34.11771431,-45.56739276,68.48114598,,46.92247114,101.9139746,-45.90208277,19.02552204,1.7955,-43.03705147,23.60617229,47.02267882,-18.39720411,2.62108491,2.15088249,-26.76702767,,138.36227821,338.638473,1.86199343,2.27718095,2.86078165,0.392,2.25899626,11.14971187,3.97492146,,0.76984218,6.36363636,,1.51087061,Real Estate Investment Trusts
SFM,"Sprouts Farmers Market, Inc.",-2.36905112,4.98951699,-4.20746007,6.61634133,34.74323115,-17.72096189,7.1507506,5.76783476,-10.42412559,13.76818484,2.393,-11.5887605,6.9656,4.07799666,4.67899436,1.2242719,-0.73582634,2.13955468,-41.01192333,-0.70409293,5.93683262,1.92933519,2.48289619,2.08894844,0.623827,8.21090078,24.35357755,10.28481224,0.58215508,4.34765146,17.98770356,10.57299334,0.67982149,Food Retail
PVH,PVH Corp.,2.2753603,-1.42549729,1.71818547,-4.32978464,56.46262273,-19.3422083,-6.24171023,9.97539948,-29.85011906,-77.14423774,3.0272,-30.73529412,-78.95621128,2.22069546,-5.06985674,0.44555834,0.04488449,-2.84341007,,-131.23366115,-2.78030186,2.75216733,3.25777493,2.92008185,2.74863,1.55297106,3.55720422,2.23967745,0.51818415,0.91273487,24.81379451,45.20347826,0.50080925,Apparel/Footwear
DV,"DoubleVerify Holdings, Inc.",9.09506175,35.96701338,9.16583946,37.14617413,75.20125194,2.86186232,24.05912205,13.64667188,4.93653032,40.31007752,0.2534,5.45379877,47.63204586,9.56372204,16.23346492,1.67157339,6.07612079,1741.10793581,-58.64258094,-25.18131748,12.13059604,2.16894977,3.24566299,3.49039305,0.143164,5.18904814,6.08502031,5.59203862,7.42903937,4.95953517,84.42517662,68.26194879,9.02918499,Packaged Software
AAON,"AAON, Inc.",6.76961719,66.27871518,21.85642003,70.1347605,25.82415604,20.60166927,62.75188664,14.26088111,23.18253432,69.66122617,1.237,24.08866192,70.82950407,11.29358182,26.62148761,7.15934989,0.76870161,64.02075605,,25.30493042,0.82066815,1.76155525,2.75329167,2.48468916,0.545833,17.44436691,25.87602999,21.98965563,1.35874877,7.70629195,29.88582197,128.53942996,4.29817947,Industrial Machinery
AA,Alcoa Corporation,-2.42647059,2.61317038,-57.69230769,-26.27765065,15.14652876,-18.36734694,-23.57992074,13.29728883,-64.71204188,-130.09876434,-0.6796,-64.70588235,-128.67132867,-0.96379878,-1.79034942,-1.49348811,0.05527916,3.83351588,40.625,-35.47169811,2.67983075,4.82178272,4.30769962,3.6888496,-0.728172,-6.07596695,-17.71255061,-12.99279828,0.8288872,0.85869769,,,0.40556337,Aluminum
COLM,Columbia Sportswear Company,58.75630961,10.79194717,54.66427465,8.81531885,49.04670441,455.12541083,-6.70078201,11.27876412,1156.50887574,-7.23958138,4.9458,1139.61676647,-12.04943125,8.98998874,-3.60258391,0.32758574,7.70621401,-1.50222672,92.10123297,-126.18640939,-2.41630483,2.26020624,2.71696395,3.99968771,1.969148,9.97522453,15.29602594,13.0514166,1.89670888,2.29900849,15.5990678,16.30231291,1.21341328,Apparel/Footwear
BECN,"Beacon Roofing Supply, Inc.",44.53039312,26.91508582,48.65881173,29.95556112,24.63076978,165.02835539,38.92310122,8.54834692,693.07847082,41.78013949,5.5497,502.24215247,28.0863218,4.78783349,8.08353587,10.11671833,-6.15588833,18.45823994,177.72151899,2604.34782609,3.68933651,1.58684362,2.46667702,2.50005731,2.629077,5.57928499,15.85805132,7.85229062,0.99825013,2.34651477,13.77955094,5.41812306,0.52555907,Wholesale Distributors
CWAN,"Clearwater Analytics Holdings, Inc.",6.2324185,20.39663204,5.25919607,16.91238393,70.45968374,-38.32838773,-48.97039494,1.71936485,-203.52422907,30.13029316,-0.0429,-149.11040146,2.99525143,-2.62568139,39.94889218,4.1262541,-2.86690643,42.09286364,214.58668382,,16.5598861,1.33753385,2.67942449,2.43531629,0.077,-4.64468805,-7.78674742,-6.24534812,6.21698276,12.86372118,,52.38370041,8.60603715,Packaged Software
MKSI,"MKS Instruments, Inc.",26.32241814,20.25359371,54.90196078,4.26718938,38.99069636,114.65517241,2.90986515,18.43811672,-4105.49468001,-43.84261831,5.5593,-4111.9047619,-39.60826986,9.38821539,153.17710283,-18.79289108,-0.3866976,402.96836983,-485,-33.97250362,10.29038624,3.62125486,3.4318752,3.64934161,1.02207,-25.05186351,-62.2688478,-30.0755754,2.02634731,0.97433887,,17.88195102,1.14209541,Industrial Machinery
COHR,Coherent Corp.,-2.83366957,55.58328127,-8.93687222,11.36210624,27.31115676,-4.4319744,26.75826911,4.01118195,-539.91701245,-302.57525545,-2.9341,-7100.54988217,-210.52100239,-5.02815837,74.77886755,-2.87937099,-2.16138553,83.53122774,60.04160637,99.96464646,3.83645666,2.99234516,3.97920203,3.65469958,0.120896,-2.40729498,-4.46869701,-2.87713781,1.83515056,0.88841004,,20.34952067,0.78070054,Electronic Equipment/Instruments
KRG,Kite Realty Group Trust,-0.0627939,115.33028854,-2.07161625,81.49784144,15.70229638,1.05279076,128.53032457,8.10375277,494.69387755,92.10021906,-0.0577,494.65776294,84.36254734,-1.56274735,-3.89541303,-0.44242414,-1.26513832,-4.80939327,259.92243315,403.75110627,27.45419107,1.9485386,2.40856857,2.28018594,0.01069,0.39156051,0.75121833,0.41105828,,1.16619229,154.98839907,18.53402581,5.33391794,Real Estate Investment Trusts
SLGN,Silgan Holdings Inc.,26.38016944,12.93606512,14.30239159,14.08871361,16.34265247,23.70391985,15.47260111,10.23152308,42.79714406,-4.95959877,3.0699,40.19520852,-5.07768442,5.31619829,-5.47030529,-1.28158423,1.15162221,-9.77860186,,64.10620592,8.30774519,1.36986301,2.49709192,3.6566941,0.584572,3.73238137,16.46665982,5.23434582,1.71248895,2.53310526,15.17209624,100.17585693,0.7048327,Containers/Packaging
ESI,Element Solutions Inc.,2.2521754,6.23385282,5.8643326,-0.84304746,37.36957716,36.71548117,4.33228181,13.13250177,-217.90510295,-7.88863109,0.7543,-206.35451505,-7.78325123,7.27229936,-4.56756967,-1.82177435,-0.07839679,0.75722925,14.60506706,-11.29781909,9.73170158,2.2892239,2.52116591,3.91872649,0.333079,1.03267775,2.24863334,1.20480499,2.5927794,2.04152135,88.67226061,15.83989595,1.85916502,Chemicals: Major Diversified
CWEN,"Clearway Energy, Inc.",35.12658228,1.97758734,306.06060606,2.90556901,27.47252747,50.4950495,5.14064016,24.75759535,,1041.17916953,4.9744,,1041.17647059,37.62120233,-3.91009131,-0.98046906,-1.24481328,-11.02657005,,22.72727273,43.63283775,2.22841226,3.74577907,3.57044253,0.625328,0.64893954,3.69952628,0.86998037,2.04290429,1.13077481,30.83618721,4.38192374,1.74731859,Alternative Power Generation
CWST,"Casella Waste Systems, Inc.",10.30103391,22.0282925,39.83277797,15.94494582,21.71444001,39.96305536,19.720263,9.41876657,51.4619883,28.51591878,1.0253,54.73506201,29.1459854,4.89167248,12.9041431,70.24501898,66.97095031,6.85651029,,45.27438511,7.95824121,1.59265758,2.28665173,2.48403012,0.387342,2.11884284,5.47508815,2.5440305,2.79495123,7.71642589,96.26343738,48.16687665,3.51698411,Environmental Services
UGI,UGI Corporation,-46.51612903,35.51714898,-44.62596733,-58.5440353,24.15224913,-63.98305085,-78.53810264,4.42906574,-839.17485265,-28.10995272,4.9717,-817.27272727,-26.85753238,10.60800791,5.09477964,-7.21894211,-1.39947347,2.23146223,-61.52173913,-111.12515803,-0.86999506,3.43305542,2.8504553,3.04402926,-0.065,-8.58626445,-26.81467181,-11.90333362,0.78012482,0.72736102,,,0.39763797,Wholesale Distributors
AIRC,Apartment Income REIT Corp.,1.21088904,3.40807487,30.37138523,0.70707071,20.8749126,17.67048122,10.16078118,16.47902415,87.4025974,100.82587512,5.8117,87.76064482,102.05765641,116.81364002,1.7316268,-2.51564624,-1.45048903,0.87810549,-36.5717006,43.98417236,29.48768487,1.42361111,2.05163313,2.49437607,0.177068,4.95806366,15.40762949,5.69184586,,1.99366401,13.73408972,20.3669307,5.11825629,Real Estate Investment Trusts
TRNO,Terreno Realty Corporation,6.54244417,24.45906367,12.08574952,23.08882995,51.24542018,9.06997569,26.06065855,39.42225537,66.75890695,112.3931276,2.6084,72.53939551,126.76926262,71.37995453,8.21505943,1.65111535,-0.38101812,7.12664978,14.4059869,9.98650279,27.73195951,1.71573406,2.24164361,1.77158264,0.335,4.32744594,6.03790534,4.52330557,,1.76152087,27.97320845,44.16805077,14.18527047,Real Estate Investment Trusts
FYBR,"Frontier Communications Parent, Inc.",0.625,-9.73327094,-0.17605634,-13.27874689,42.0943494,2.49480249,-21.33557329,11.94055642,-166.39344262,-91.13097352,1.798,-166.66666667,-91.09989909,7.62052877,12.87931839,-1.27848232,-0.10148163,18.63960917,-2.09150327,-47.24669604,-23.10350786,5.30097774,5.615279,5.05114393,-0.036114,1.48446954,5.52663196,1.90693336,0.85195936,0.82707696,15.40444444,,0.73727286,Major Telecommunications
FIZZ,National Beverage Corp.,13.09422077,3.06841837,13.14673939,-0.79204716,34.49253665,28.09927216,-0.83036877,16.57973352,36.71995874,-10.32181872,1.5187,36.71321929,-10.31341476,12.12039573,22.93486907,10.49920802,0.62609868,-32.19638834,62.11003399,34.16124013,11.90913028,1.24886718,2.1279411,1.65766336,0.472693,28.53062908,45.56844331,41.9865748,2.15820852,11.26984559,27.28279744,25.68553324,3.61759176,Beverages: Non-Alcoholic
OMF,"OneMain Holdings, Inc.",3.84024578,2.37281319,5.55555556,3.13890841,86.48595561,6.91891892,3.81320807,41.11176586,88.1925735,-28.54206327,7.0569,88.34951456,-33.18112633,17.2461206,2.05625255,2.70086343,3.41755666,2.9915493,-12.73792094,6.2305296,46.88666274,3.01742456,2.82802528,3.65774119,1.437136,2.8222944,21.43440614,2.98534632,,1.41671212,6.54512056,1.70899467,0.82059261,Finance/Rental/Leasing
AGNC,AGNC Investment Corp.,,36.86826843,,36.86826843,100,155.89123867,-168.56796117,-17.10048426,,-296.94569212,-2.4116,,-258.87850467,-36.01694915,-24.06638395,-8.46001422,-12.65847066,-25.02097755,-334.61538462,-34.22077922,30.6598063,2.79001468,3.22866116,4.51167043,0.627779,0.04927808,0.37693178,0.37239325,,0.62979313,,14.38227895,2.39145245,Real Estate Investment Trusts
MLI,"Mueller Industries, Inc.",-8.60572764,5.65376743,-6.83231576,36.13684705,26.69443848,-4.91238435,40.58558986,21.59492072,-25.23574315,41.11385899,5.8201,-25.323137,40.50969009,16.5304065,29.69820745,3.38923778,7.99470509,-4.55400376,101.96091759,146.04420655,17.29081685,3.1233244,2.69602303,3.32009619,0.65,26.08425865,32.37060972,31.98223977,4.79071642,2.37502809,6.79291761,6.44418628,1.19152099,Metal Fabrication
TR,"Tootsie Roll Industries, Inc.",55.06946829,20.35719792,,17.90576022,33.82738693,,55.14020956,16.0717353,,17.29084538,1.0711,133.47820182,16.24314974,11.05390337,0.01580573,,,-16.1684954,,-9.60981586,7.08837358,0.82808877,2.1819872,1.92065997,,,,,,2.720688,,,2.77644108,Food: Specialty/Candy
TDC,Teradata Corporation,-2.94117647,-6.36411059,-8.60927152,-9.32556203,60.66852368,-40.18691589,-35.5,7.01949861,-57.13544369,-76.04454685,0.3119,-57.5,-77.55102041,1.83844011,-6.77731674,-5.89123867,1.08359133,11.36363636,-55.23809524,-6.89655172,22.56267409,1.45065398,2.11802279,1.98777684,0.418264,3.08182784,26.36363636,7.39795918,0.95714286,16.4777247,75.34492027,14.23337171,2.39454621,Packaged Software
EXLS,"ExlService Holdings, Inc.",1.47532321,25.81776773,2.72699323,23.19572741,32.62299192,-8.64499694,25.98809541,13.71267468,-10.19567456,26.09668756,0.8451,-10.58123421,24.58216421,10.12489696,4.92749263,2.92000746,-4.36559208,-9.7089922,58.13569322,-17.55754763,8.59073797,3.63062352,3.17565298,4.57810131,0.337559,12.94448338,22.57029188,17.1069329,2.11819524,5.56479734,24.32458325,29.69685089,2.67553135,Data Processing Services
BRZE,"Braze, Inc.",13.09392808,49.31669712,15.2548015,50.20185051,67.41431409,16.35332293,-90.25159734,-41.67956199,18.2911551,-78.07804169,-1.4695,17.57944557,-81.13635475,-39.09843399,4.24498397,1.50382715,-1.63418634,,-186.82749123,-0.12464199,-10.62246431,2.0773639,3.51253571,3.13359488,-0.132596,-19.09857046,-30.07041218,-27.57445318,2.3102975,9.09098746,,,10.02980863,Internet Software/Services
BFAM,Bright Horizons Family Solutions Inc.,8.96124681,15.1073288,24.08621591,8.24291432,18.51048782,66.94041824,-9.38337928,4.26387302,152.88667142,18.60043197,1.3728,153.74166461,14.45961741,3.97419038,12.32011565,0.47338603,-2.01450809,10.2278028,91.60066694,-27.08017687,5.83596925,1.33251561,2.71124482,2.68071481,0.814953,1.763019,5.71062354,2.27636985,0.44345974,3.83598363,64.20766488,26.36209737,1.87354777,Miscellaneous Commercial Services
BEPC,Brookfield Renewable Corporation,-15.47842402,12.20671221,-41.66666667,33.552015,37.71836951,-22.72727273,21.32536124,33.24510323,,58.87099858,4.154,,58.8794926,39.78295394,3.10103368,2.21040462,-1.11103147,1.4117986,-77.70879767,,11.56696665,2.51190992,3.90522019,2.79569484,-0.119793,1.53300378,14.3323184,3.81498205,0.38564338,1.42681915,12.82960337,10.90048679,2.23933113,Alternative Power Generation
AVT,"Avnet, Inc.",0.61383482,9.15717058,0.76048718,7.30939023,11.99139793,0.34202553,20.61663725,4.57792308,-17.31452249,19.0231103,8.2558,-17.16464098,11.3303552,2.90474227,20.00154359,3.49027319,-1.56575631,76.92854796,,-238.68125722,-3.42307372,1.53711023,1.72602683,1.84805562,1.5225,6.71011018,17.23593535,11.20397922,1.24390487,0.8769749,5.5137177,,0.15895568,Electronics Distributors
HUN,Huntsman Corporation,-0.62266501,4.60234681,-5.57620818,-2.3989899,19.2695999,5.83941606,0.09569378,8.84955752,-87.29661323,-51.99152542,2.266,-87.58169935,-55.98086124,5.58394615,-12.47870528,-2.70513977,2.62881178,9.20308483,92.5,2.55591054,8.00199427,1.60590278,2.6663756,1.95788077,0.196238,0.98316333,2.0613244,1.38708279,1.28231293,1.17482465,24.26224362,16.7881747,0.60910032,Chemicals: Major Diversified
THG,Hanover Insurance Group Inc,4.20447461,4.60614408,,,,,,3.25677504,-475.02224859,-72.06506242,3.2133,-476.66666667,-72.29519943,2.13583001,-2.84390057,0.58090602,0.02555584,0.10235415,56.84931507,-13.63246292,12.88263907,1.13754776,1.96919842,1.76016238,0.1897,-0.78220627,-3.87965985,-2.92728841,,1.76446258,,7.57540593,0.71032099,Property/Casualty Insurance
R,"Ryder System, Inc.",1.38696255,24.29947657,1.20274914,32.66302426,19.89842644,-24.72677596,21.36214481,8.1175589,,75.4643105,16.9395,,66.86896141,7.14345184,4.0527968,2.39796941,4.2698782,2.14154072,31.34328358,-237.23930944,-2.67255016,1.26118357,2.43029291,2.22637461,2.69973,3.20783489,15.66639559,5.50549571,0.51091046,1.46448361,9.12433844,,0.36290005,Finance/Rental/Leasing
VVV,Valvoline Inc.,9.20174165,19.17662939,18.94238358,10.20124913,38.54057115,25.97402597,12.01478743,18.74443815,,2.68500327,2.352,,0.95170117,8.85041663,7.07615168,-30.25184562,-0.01633275,3.40503521,-358.51197982,-49.40159574,12.31291967,2.62667345,2.154528,2.05013238,0.408075,4.31988632,53.50019554,6.43582988,2.59423503,16.96667547,,,3.45615235,Other Consumer Services
IPGP,IPG Photonics Corporation,-2.07475214,-2.14346344,-11.05361118,-19.29196256,38.68540174,1.04027917,-28.39885637,16.18715579,4.33780885,-58.19273608,2.1583,3.63515424,-60.5234613,7.68837961,-13.47593785,0.94569542,-50.47762009,-34.54207665,956.01135191,-61.54873365,7.17066315,4.10043852,2.60452777,2.73984646,1.006994,3.68395384,4.20126699,4.18976,6.27891598,1.73998083,40.30101898,36.51195443,2.98711393,Semiconductors
BROS,Dutch Bros Inc.,26.67045172,48.43294314,56.24283067,18.30257568,24.11476404,125.4914468,,-0.04154195,,63.96538159,-0.0916,,62.51281647,-0.643156,114.26042984,8.16741965,10.46474232,315.04376622,59.56324927,-236.22369907,-17.32001645,2.81237445,3.52078311,3.41681667,0.060306,0.00086288,0.00819854,0.00161257,0.16050629,11.17644419,49800,,1.68702427,Food: Specialty/Candy
MTH,Meritage Homes Corporation,22.45620561,22.38504259,32.74300769,25.72029057,28.55826489,47.72811757,32.03460664,20.35366628,42.02878064,38.64953702,26.743,42.29594596,34.54472475,15.76859488,20.01710931,3.31272634,0.49930338,-1.07738181,89.57410739,,6.01218683,2.48531405,2.56961116,2.18158047,5.115132,14.82395182,22.00801382,16.82012786,2.26646026,1.02521101,4.86580794,4.41457025,0.63923668,Homebuilding
