Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Sector
ADT,ADT Inc.,-1.19241804,20.50454569,6.95782619,45.61795265,39.0740402,4.88453562,23.61030325,11.4437924,,,0.1859,,,2.69913421,5.79172293,-0.6351268,-1.65707666,1.4682318,242.94935903,24.12554127,15.27089383,1.80921053,3.0994761,2.5764772,0.034511,-0.21284568,-1.10117178,-0.29875011,0.51079863,1.63574114,,5.89252052,0.92199352,Commercial Services
CR,Crane Company,4.02276295,-36.00628931,1.04425659,-42.4979855,35.06633907,17.0998632,-54.6371301,11.53808354,20.84592145,,,21.05263158,-54.11116215,9.81818182,-49.51187982,0.58739847,-8.28142177,-51.18618937,1580.59701493,-211.43688451,-24.46683047,1.08625511,3.16113944,4.47132501,0.812898,,,,1.70307988,,,,,Electronic Technology
ST,Sensata Technologies Holding plc,6.13964376,6.9242626,-5.63260607,8.07722195,29.51989292,-2.18872163,5.4632485,15.77935661,-43.08019872,-12.66327694,1.9925,-43.16974669,-14.54838,7.62333929,1.65379464,-2.23945567,-4.90273296,-0.28604563,15.1750325,-24.21463924,7.61951149,1.61802947,2.30008244,1.82249199,0.900987,4.57585343,12.47902414,5.45226463,2.06215249,1.69977029,13.7195966,14.57003889,1.28357898,Electronic Technology
CDP,COPT Defense Properties,1.01193426,11.22499044,0.99490024,5.23053982,29.98322125,1.5677709,5.37679352,24.54785327,-61.60470791,89.17159763,1.2788,-61.55447518,126.06054272,23.27645698,-0.12145591,1.63604909,2.43824111,-1.78537447,91.00603294,9.82701676,29.56158749,0.99352052,2.31430426,2.23616952,0.272705,4.51794151,11.2444915,4.88127104,,1.54751368,13.74295043,12.58236168,3.75616954,Finance
MSM,"MSC Industrial Direct Company, Inc.",9.6535889,13.83404292,8.12765475,16.85267882,42.20729041,15.0746194,31.28622685,12.87312498,19.93348429,56.78450438,6.0627,20.26787971,56.65054609,9.20357118,10.85647908,0.08809822,-14.5724471,2.91282333,-60.9357951,8.25581668,5.00583305,4.33546553,2.20017265,2.58452917,1.496225,13.98232451,25.83233557,20.07058302,0.8622905,3.80165447,14.32234432,8.63703466,1.29123699,Distribution Services
CACC,Credit Acceptance Corporation,5.31070956,-1.27155172,5.38667859,-1.2515713,98.60292513,6.95384615,-6.77829332,47.98624754,-77.733251,-33.93027855,39.3245,-77.68844221,-44.08849003,29.24034054,-2.16098436,0.70720765,0.54864745,-0.56532663,-4.8714479,16.36843097,67.43069199,0.18535229,2.84575717,2.24250187,5.7125,4.73491258,20.5564568,6.07727807,,3.22087793,16.15824463,4.52212242,2.90187845,Finance
ADC,Agree Realty Corporation,2.59204852,26.6681009,2.38929732,22.05270252,57.51255194,4.13651891,27.21662937,50.50463689,-4.59008906,2.42193194,1.8269,-1.78278886,24.73831868,35.37832644,28.43523492,4.08762591,5.21176912,14.60980785,-4.97259867,43.29252962,84.8632199,0.90656799,2.04040327,1.35897884,0.422,2.4407828,3.63011072,2.47100182,,1.09629388,30.7775378,12.66130817,10.4389998,Finance
OBDC,Blue Owl Capital Corporation,21.28382015,23.80380506,28.16378208,29.98681838,74.58148156,0.76215343,-7.08670295,65.5364798,-2.84773344,-25.69527277,1.1836,-3.11134452,-25.36910969,38.63192992,2.1558079,-2.08947957,-4.82226304,2.8592835,41.70665596,6.73087094,35.10609481,0.89753179,1.91884603,1.58078698,0.472243,6.45519176,14.66902821,6.64271581,,0.89698357,6.16522975,10.50409185,3.78618526,Finance
DTM,"DT Midstream, Inc.",1.81818182,9.52380952,0.84033613,9.02934537,52.5,2.53164557,6.79933665,49.45652174,12.34968735,19.94580287,3.8066,12.34567901,20.52117264,40.2173913,8.16801372,-2.83932747,-8.75995449,11.06065521,1013.33333333,-8.39002268,43.91304348,1.3052396,1.75082243,1.51294514,0.905201,4.34884814,9.27899687,5.23079098,0.58171745,1.30366322,14.21051246,11.89734389,5.70349892,Industrial Services
MTSI,"MACOM Technology Solutions Holdings, Inc.",-12.3277806,11.24530416,-17.30804944,22.40028559,56.36935883,-37.44221562,25.80106654,19.6504584,-53.97837538,1047.3830735,6.1821,-53.97786838,1058.59953125,65.16210732,40.3222692,1.56033516,0.98874962,12.05511455,60.6738178,15.33903632,22.28609091,1.75105199,3.00465305,2.32708443,0.553357,20.59714744,40.58177321,23.56507688,3.38517449,6.11906045,17.13973291,35.07763074,7.77997909,Electronic Technology
FAF,First American Corporation (New),13.8856234,-17.58194053,,,,,,5.37266263,202.60273973,-77.997307,2.4511,201.74291939,-78.80741338,3.46326047,-9.09367212,2.25826372,-0.15671147,-0.36420395,,-50.89707271,6.84751119,0.67353407,2.20024828,1.89358164,1.125,1.50283344,4.96263573,3.62187286,,1.11805527,22.00165426,11.83646347,0.79997425,Finance
KNTK,Kinetik Holdings Inc.,5.39531739,83.29446381,32.03651737,212.10875444,21.20890984,22.27297924,45.81855846,14.97498949,,,1.4774,1641.92200557,,6.06803517,72.47587109,1.66974303,3.03861788,43.3861027,-88.27420444,157.27982324,32.24155123,0.96536059,2.25026444,1.6664793,0.492788,1.46903418,,3.92073035,1.20659644,-1.93047358,23.44741015,7.186306,1.49771099,Industrial Services
ALSN,"Allison Transmission Holdings, Inc.",5.66801619,15.27893422,5.71428571,13.83075523,45.1787649,4.86891386,14.8962149,28.38569881,4.07511635,33.90142345,5.5312,2.94117647,20.13574661,19.17659805,4.80143594,0.47589489,-0.03965107,-0.11871785,-27.81065089,6.52173913,17.6959191,0.65995137,2.04477989,1.95399702,1.747516,13.31203408,69.25207756,18.30429053,1.5915493,6.07129917,8.5786787,8.73872093,1.78208333,Producer Manufacturing
SUN,Sunoco LP,7.14285714,46.22073198,-21.89349112,4.14150129,4.69120448,-32.04633205,-2.11581292,2.66625209,-45.03611386,-11.37069292,4.6814,-45,-10.98654709,1.54300595,17.5210012,3.47879158,4.75006217,8.56389987,-85.2739726,1.32275132,1.48859264,0.74300802,2.30707212,0.98122498,1.233976,4.15906603,28.80242547,5.57293704,0.76992605,4.5731321,15.27600596,10.06487591,0.18451633,Distribution Services
RHP,"Ryman Hospitality Properties, Inc. (REIT)",2.66900404,92.25259828,13.5338475,,20.55035275,10.70730551,232.31183962,18.14089832,12.84286834,,2.3294,8.51761252,,7.14259215,12.85001501,23.69397912,17.19509563,-2.04019617,479.58121787,277.45588883,23.25239248,1.38856201,2.58667919,2.27199563,0.767976,5.22154109,91.727784,6.61549328,,49.12249581,21.7571472,10.22543067,2.55395369,Finance
HXL,Hexcel Corporation,-6.80453636,16.73592747,-15.53672316,30.33346726,20.99676375,-16.19479049,23.40632603,8.24595469,-8.94259819,680.81975828,1.4859,-8.94117647,684.47204969,8.17475728,0.63488686,-2.58735754,-3.19599538,-11.54462243,,-21.80936995,6.26537217,0.95,2.33349533,2.35575997,0.507833,5.72394166,10.40985993,6.93175943,1.63938316,3.26950884,32.06183924,50.44882813,3.00049951,Electronic Technology
DDS,"Dillard's, Inc.",-1.02168217,5.61493068,-12.28159592,5.48676064,40.36721284,-29.11635513,-0.17632494,16.10429354,-32.65765956,21.30771012,50.8084,-34.73237549,3.38143919,12.7445626,2.57561337,-6.31275458,-0.43543538,-8.79013287,-65.63032985,-29.63542839,11.83905869,0.74433657,3.0956618,2.39360348,6.723152,24.06056462,51.29717522,38.12305882,1.17339252,3.31201177,6.47717268,5.39228186,0.7330352,Retail Trade
CNXC,Concentrix Corporation,1.12268116,13.1994992,2.54040154,18.23022724,31.24108523,4.01360382,26.41728374,11.22914115,-1.12076398,7.51603438,8.2811,-1.46863345,7.16022332,6.77397152,32.16969753,28.80389573,69.54297115,107.94981284,65.41071199,26.18550037,7.28443303,1.00648921,3.91107492,2.67474784,3.158318,4.51744988,12.37130751,5.46613604,3.54061222,1.43759992,11.34884417,7.38492112,0.59531094,Commercial Services
AYI,"Acuity Brands, Inc.",1.00969709,-1.34544819,1.04998859,-0.09565373,42.28277921,-7.68765133,-2.46507806,12.65877233,-19.8195177,-2.92138075,10.76,-21.04761905,-9.89583333,8.75461768,-2.06022642,-0.88400361,-16.36854539,-16.85958732,-42.43614931,96.84372594,12.93962856,1.04273345,2.61108112,2.28792226,3.195383,10.04543673,17.62069668,13.88108802,1.72438697,,15.01337122,9.97868981,1.2912054,Producer Manufacturing
NSIT,"Insight Enterprises, Inc.",1.10368266,10.54542268,11.16494802,13.49128246,15.14642959,34.85730956,23.49966826,4.02549431,61.7824436,28.77838092,7.6627,61.05419035,27.92997333,2.69008592,9.03164373,11.72865066,9.99143326,35.76408497,-84.30759861,-75.66378816,0.26044006,0.1340861,1.87815539,1.6806936,2.328,4.75922192,16.67144346,12.51545871,1.23492244,2.94192633,19.611371,7.59345104,0.54048942,Technology Services
CMA,Comerica Incorporated,5.03380917,23.58747447,,,,,,41.11814927,-8.69392616,1.38081046,8.4361,-7.74907749,-1.54772141,31.53401267,-9.73408303,-5.56957283,-34.25146801,110.69162437,,-1.41843972,15.31258606,1.79183136,3.5679924,4.12003225,1.326211,1.40359967,23.74265511,12.47775568,,1.03991028,4.29972512,,0.99964642,Finance
DRS,"Leonardo DRS, Inc.",10.36906854,-6.46057659,12,5.01858736,20.98031935,28.57142857,8.16326531,9.39472707,189.51965066,77.70754717,1.8837,191.66666667,162.98701299,15.03898997,21.74191483,-0.51616409,-16.17021277,-0.6122449,93.12320917,-124.57627119,-1.07686595,0.78740157,3.38952488,2.40886293,0.155316,11.66293811,20.32752794,16.65247019,1.39872747,2.33072855,7.99680967,,1.89709544,Electronic Technology
SON,Sonoco Products Company,-1.5008784,29.70823088,-6.78642194,41.27037937,20.58562248,-3.46829456,50.84885908,11.39669539,-22.89893617,,4.7243,-22.70106999,,6.43619537,39.0225369,-0.17625315,-0.40624224,86.52228545,1080.00136977,322.66663541,2.48761848,1.3991605,1.7427058,1.79168316,1.232721,6.87254434,22.85162486,9.49318613,0.93271614,2.39431434,10.37204636,15.10248371,0.71587492,Process Industries
PII,Polaris Inc.,1.45718668,15.45596301,3.39361918,12.47200283,22.21678892,5.33049041,12.89326164,8.77867039,12.76092102,24.56202712,9.812,12.9560685,19.396639,7.01944347,3.36978486,4.81570864,1.24639142,14.67167178,-170.07805724,228.06770099,2.70811503,2.33222819,2.7219863,2.90389404,2.88665,11.0101234,50.7320395,21.02404007,0.40667678,4.53666101,8.54716723,15.0424457,0.55869139,Consumer Durables
POST,"Post Holdings, Inc.",14.78486326,17.47746301,21.54554759,2.46241365,21.54771671,19.0805533,-3.27682186,6.56788351,58.85353413,373.63287371,12.0909,65.61922366,353.86922615,12.56152584,-9.02553694,5.03764315,5.97786989,-7.22068357,998.96907216,-67.95872137,2.17562209,0.88528678,1.74943945,1.14880746,1.177456,2.72528372,8.69979578,3.26628671,1.08261034,1.45920196,16.69659628,15.60395663,0.83640995,Consumer Non-Durables
NXST,"Nexstar Media Group, Inc.",-1.35242641,12.10378862,-6.17021277,15.77631475,48.82172328,-2.64900662,19.44542991,27.67606985,-10.81272562,27.34780134,24.1645,-13.51351351,16.35960161,18.63557858,-4.04316243,-1.23555841,-0.26381561,-5.92888663,-68.55895197,16.70124238,23.8898484,0.9166428,2.61175382,1.92252493,1.1525,5.54201106,25.82814492,7.07146326,1.88157895,1.89248148,7.73826521,4.64835033,0.97421735,Consumer Services
MHK,"Mohawk Industries, Inc.",5.13875768,4.78948786,13.36093193,-8.38686027,25.65754727,5.89958994,-16.86996839,8.70528535,26.04440201,-97.36245056,0.3941,26.14596575,-97.55632966,0.21510488,-0.73172959,-1.20767108,-7.01191122,18.08728267,14.10201657,-86.03299531,0.75326327,2.07657365,2.78757255,2.09083446,2.650166,-2.17975621,-3.7967899,-3.11397801,0.98317366,0.61357049,,11.19760236,0.43655646,Non-Energy Minerals
ALTR,Altair Engineering Inc.,-14.98066661,7.5241601,-18.1264693,9.51267067,73.71662347,-131.17667105,-52.94534055,-2.95200631,-1041.80327869,-373.57019064,-0.5465,-1037.31495661,-393.84807824,-7.58955019,3.56433346,2.41687137,-0.76359454,48.19783121,-55.50354955,-44.35600848,5.22909855,0.79312624,2.4997977,2.03936521,0.038778,-3.81006704,-7.70918213,-5.20279945,1.82328785,8.50028653,,49.20314201,8.24689251,Technology Services
RELY,"Remitly Global, Inc.",14.79802811,42.51043927,20.92160619,47.58669491,48.82627456,39.85439373,-220.0735144,-17.9380623,34.87940631,-187.96610169,-0.6796,33.4251607,-194.19702756,-17.44583512,11.23430467,9.69567315,193.55242008,49.58516349,-3006.54313839,-389.4263904,-17.16766632,0.96510765,3.71772606,3.42029824,0.044456,-13.17275724,-20.2709769,-19.30524525,,9.79051262,,,6.08671046,Commercial Services
SM,SM Energy Company,-3.96700988,28.05119078,-10.12067765,63.26848445,61.67793162,-5.17408317,33.56857317,58.16309365,-23.12145849,2959.50836463,8.9613,-24.51649946,2969.23183085,33.10714106,8.55033774,2.08628115,0.04965063,-23.78479811,-116.4063703,67.45333361,24.0118119,0.99033816,3.24478031,2.77114709,1.614569,19.20495952,37.89167574,24.48593784,1.20389973,1.63684296,4.68631555,13.67986412,1.89031249,Energy Minerals
TENB,"Tenable Holdings, Inc.",3.28163144,26.25265648,5.7132691,21.54604885,77.34323198,64.92846533,-129.87110232,-9.5394992,37.08068903,-88.78760255,-0.8284,36.35095828,-97.57482272,-13.49871412,15.27130833,2.99042281,-0.26291727,-0.38281342,-25.83029784,24.16633409,16.3940977,1.64705882,3.34679338,2.93575647,0.181857,-5.93152348,-29.44758606,-11.78717314,1.48107425,17.73893299,,39.71194426,6.58239244,Technology Services
WU,Western Union Company (The),12.84651792,-12.5726133,17.90089087,-17.53453245,37.13058458,14.80302427,-23.28225408,20.19284548,16.0277022,18.97391657,2.3445,16.07378129,13.00570861,20.3718204,-3.70827903,3.08374324,14.22422544,-13.49255776,-6.2835249,-45.44462088,12.29781427,1.60673298,1.97318734,1.63396077,0.38607,8.69826972,139.802754,26.60175268,,10.25600938,6.65415631,9.64358513,1.12454577,Finance
W,Wayfair Inc.,14.31146359,-10.86956522,23.15202232,-12.29781772,27.95874939,76.36363636,-492.91666667,-10.75462432,87.27419205,-896.87202286,-12.5566,87.04225352,-916.03053435,-10.8937633,-21.66301969,5.29265255,23.24594257,2.49136655,,-970.76923077,-9.26501882,3.68244859,5.84523643,4.61130574,-0.47888,-27.67379679,,-64.36567164,0.85967579,-1.79501561,,,0.39717314,Retail Trade
SSB,SouthState Corporation,6.43891458,22.76644027,,,,,,37.8045876,-11.81351676,-1.64274108,6.5981,-11.77693924,4.31212319,29.09921029,5.25166012,0.03673997,-25.20048576,-13.06277717,979.12777261,,76.5500545,0.88979082,2.48458546,2.50607823,1.634897,1.18470939,10.45295769,9.37765876,,0.9587393,9.08576841,3.27343167,2.42837683,Finance
TKR,Timken Company (The),0.75229648,8.80253575,-3.94607843,16.83446712,28.64545111,-3.22338831,18.67207886,14.55734205,3.56907204,14.36022616,5.4814,2.37121832,10.37659171,9.05997732,11.6367223,6.80505724,3.50893741,30.84082361,155.82655827,19.41422594,6.3468766,0.72811999,2.31888573,1.8033427,1.593613,7.38339975,18.23480961,9.97366232,1.42713224,2.19757154,11.65549427,12.00624933,1.04768954,Producer Manufacturing
ACLS,"Axcelis Technologies, Inc.",7.85371231,38.88271631,15.07801459,38.45279118,43.67292103,22.7867859,62.12765033,23.08276757,29.51277398,89.59983326,5.4582,29.10455584,85.58438925,19.89993457,34.49631495,3.87951392,38.01256201,3.97577346,-7.93960209,40.62005202,21.62374266,1.70574244,3.79309105,3.95406688,1.772129,21.36601129,31.03780418,28.43057907,2.6174354,7.25832556,23.81658474,20.85674536,4.79306278,Producer Manufacturing
GPS,"Gap, Inc. (The)",8.3028083,-6.32273545,9.21052632,-20.06271798,34.05115266,32.29166667,-65.94254992,-0.61841701,,-182.34590066,-0.5504,,-178.90625,-1.29354508,-10.77501763,-0.75009147,-5.04371217,-3.69540873,,-167.82608696,-0.4994877,6.07476636,4.19204906,3.64787568,0.167969,0.93827375,4.72854641,1.40900196,0.66943798,2.14551826,44.9982812,5.62082176,0.32148749,Retail Trade
NFG,National Fuel Gas Company,-49.60452376,68.01710497,-56.02633203,111.69765506,58.18685569,-41.74477923,88.64810572,54.88953645,-34.61262788,54.93533016,6.1452,-34.25610449,55.6512222,18.44549363,5.76092663,1.74953892,1.08005859,-0.93361963,-110.10985196,-98.25460207,0.02264866,0.89831804,1.96676673,1.44762542,0.842055,6.92202676,22.72668658,11.93561937,0.48348205,2.31719412,8.64794327,34.29592246,1.83357459,Energy Minerals
NOVT,Novanta Inc.,4.71783358,21.80412087,6.98084051,24.56296618,41.25958441,11.96969323,28.01750247,12.48259095,14.20969649,46.60884402,2.0622,14.31152477,47.12801256,8.60154977,1.08552688,0.56346186,-2.88609053,-0.81414674,,62.34053721,8.26295181,0.99127972,2.87549976,3.46772808,0.741667,6.30665986,13.27854712,7.47627569,1.8491153,8.31586692,62.94753592,65.44848645,5.44576878,Electronic Technology
IDA,"IDACORP, Inc.",-5.00796802,12.62824108,85.4058593,-24.80618342,15.69542025,54.64715433,-17.55288296,15.51645023,22.15189873,5.35846877,5.1082,22.23965204,5.47016901,15.8029365,3.61284546,-0.50545178,-4.81965268,9.67215491,71.92466495,-228.51339603,-4.96112452,0.9429964,2.0702804,1.38471968,1.950062,3.572076,9.82294981,5.39808788,1.2724165,1.7116993,17.65366968,,2.71987567,Utilities
MKSI,"MKS Instruments, Inc.",26.32241814,20.25359371,54.90196078,4.26718938,38.99069636,114.65517241,2.90986515,18.43811672,-4105.49468001,-43.84261831,5.5593,-4111.9047619,-39.60826986,9.38821539,153.17710283,-18.79289108,-0.3866976,402.96836983,-485,-33.97250362,10.29038624,1.60704304,3.2317998,3.29903919,1.02207,-25.05186351,-62.2688478,-30.0755754,2.02634731,1.06845241,,19.60920816,1.25241293,Producer Manufacturing
KEX,Kirby Corporation,3.57175219,23.95084258,14.13436775,37.47266311,18.75820988,24.08349741,28.21034749,6.62920315,41.3507109,,2.0265,40.91065461,,4.39026212,2.88681573,-0.00303153,-6.74884489,-7.27658756,,-45.6425763,4.3638325,0.92142946,1.78062369,1.58034632,1.033333,3.17718051,5.77747945,4.12656815,1.01195343,1.58918441,27.84888736,30.00514226,1.61469561,Transportation
BC,Brunswick Corporation,-2.36866254,16.52355376,-5.99752679,14.17836906,27.21294149,-10.44189853,16.56277827,13.90006165,21.46921552,18.96374016,9.0027,19.94657168,14.10753413,10.00117436,16.52165899,0.02385269,-0.03439578,37.38332377,,-35.54903877,2.9036141,1.73486568,2.31053748,2.12590056,2.371385,8.93020567,27.0920604,12.06703911,0.85265423,2.40166303,9.03272441,14.94313707,0.72440938,Producer Manufacturing
RCM,R1 RCM Inc.,2.76759531,22.50101723,3.88086643,16.61248375,19.85717449,-6.44194757,34.19497784,9.82063773,0,91.20967742,-0.1635,0,-159.25925926,-3.18866253,254.64017112,0.03154201,-0.74595055,125.86125531,2.55591054,-148.52182074,-5.72409212,2.80701754,5.05872048,3.79270115,0.083092,-1.29865019,-2.40279598,-1.44619497,1.79858549,1.75153286,,76.35042893,2.43880814,Commercial Services
EVR,Evercore Inc.,-12.61708027,-15.97137661,-12.8756986,-16.34305315,97.13584306,-40.59826462,-34.42162271,25.76625698,-54.06925987,-32.03195879,11.612,-55.37791744,-35.61549811,17.14780463,-4.85832661,10.94255822,18.89864754,-4.6068371,,-62.47710916,18.3599398,5.22072324,2.55756035,2.9483021,1.989666,11.32983184,24.92259309,16.34856243,,3.14975287,14.88280513,10.57962087,1.98648455,Finance
VMI,"Valmont Industries, Inc.",-1.52332136,24.09415763,7.78693368,31.85854734,26.03845579,12.83812455,48.77026528,10.09058167,21.5036075,27.71698528,11.6248,19.90340757,28.23339979,5.77326966,3.18361105,0.31482939,-2.80576203,-7.04544087,,,5.36164778,1.11223458,2.70531356,3.24973909,3.748386,7.58127735,17.82619269,10.30127195,1.43146368,3.0721014,17.66716115,17.32132642,1.11326013,Producer Manufacturing
PLNT,"Planet Fitness, Inc.",28.90673867,59.58011867,35.31403904,38.30530442,37.36362744,28.90064694,70.59634044,24.56072556,80.91859597,130.57462247,1.1757,81.17154812,132.38883434,10.61111989,37.26928947,-1.97311022,0.3859446,20.02463846,-50.24361593,3.649743,14.96095101,1.62361624,3.09582462,2.68120005,0.547014,4.34155729,,5.8311426,1.78040115,-22.72174664,36.80814941,25.07950823,4.44921943,Consumer Services
MTZ,"MasTec, Inc.",11.19900149,22.96664106,214.18559013,-1.29462681,7.30061593,201.05550663,-18.45645407,2.11105745,,-90.65254542,0.4157,,-89.85679574,0.34111138,31.81422889,2.56737022,5.0951788,53.75124292,55.07524196,-85.72329729,0.90964056,0.90306545,4.03245235,3.72949019,1.843291,-0.15429678,-0.4991589,-0.23749049,1.50610713,1.73470634,,78.44088761,0.43073621,Industrial Services
FLR,Fluor Corporation,4.98400853,-2.91042667,,-20.21978022,2.6411525,,-33.5443038,0.9967986,,,0.731,,,1.05500582,-3.69586684,1.90045249,0.20120724,-7.59943182,,15.38461538,-0.3201397,2.63477614,3.21306731,3.11638902,0.559955,-0.2258866,-0.90607067,-0.56925996,1.52915361,2.63965467,,,0.37950443,Industrial Services
S,"SentinelOne, Inc.",12.01562301,106.1430964,15.3551371,125.79392797,65.84931984,22.79740598,-43.996943,-95.35670888,17.61532236,-35.98363927,-1.3631,16.21705078,-39.68152091,-89.69607678,10.61277135,-0.25253244,-5,-7.24209078,51.68135399,-107.66129428,-50.14271198,1.8113679,4.24485932,4.13086665,-0.082058,-17.39354617,-23.36612964,-23.04917309,1.91009126,2.77641227,,,8.97015875,Technology Services
DV,"DoubleVerify Holdings, Inc.",9.09506175,35.96701338,9.16583946,37.14617413,75.20125194,2.86186232,24.05912205,13.64667188,4.93653032,40.31007752,0.2534,5.45379877,47.63204586,9.56372204,16.23346492,1.67157339,6.07612079,1741.10793581,-58.64258094,-25.18131748,12.13059604,1.73083716,3.14589054,3.12345312,0.143164,5.18904814,6.08502031,5.59203862,7.42903937,5.34060254,90.91201028,73.50687601,9.72294512,Technology Services
ATI,ATI Inc.,0.76100568,37.00978641,9.88612836,110.53444547,17.76590198,10.22342586,114.25149701,10.01042753,8.11480487,,0.955,8.41654779,,3.41240876,3.74311584,3.43806125,2.70990156,-4.78285924,,,2.45046924,1.43014301,3.22954018,3.43977111,0.52763,6.55809605,29.03571976,10.6005485,1.20133705,4.51696776,18.78123406,108.8225,1.33967842,Non-Energy Minerals
CMC,Commercial Metals Company,-5.78940882,-1.27837822,-10.56116008,-3.79007594,20.47038178,-8.45175478,-7.27152669,13.34420815,-21.16795709,-27.12622648,7.2489,-21.28682615,-29.36935516,9.7705185,6.96804125,4.50552534,13.79831853,-19.8144423,5.95514376,193.83911058,8.35886404,1.00150225,2.7828673,2.22612722,1.468158,13.04108893,23.21457742,17.41188569,2.49915611,1.13917759,5.55724138,6.47552232,0.54128011,Non-Energy Minerals
ATKR,Atkore Inc.,2.587579,33.67248244,-0.73441548,46.87678863,40.97776951,-1.46823581,49.72276469,31.61075936,18.92192791,66.59965042,20.302,15.6539752,55.94273492,22.96846484,17.59636107,4.36453633,-0.02098037,3.98472277,-33.70858178,30.86665675,16.63432508,0.277666,3.27549655,2.48714281,4.080891,28.69345253,59.60443977,36.27511278,1.94731785,4.12243938,6.61992859,6.00934866,1.30958534,Producer Manufacturing
PB,"Prosperity Bancshares, Inc.",9.09391942,4.05171311,,,,,,53.59466602,-31.57548274,2.16611651,5.7259,-30.2789228,1.00501255,42.43138581,-0.37221846,5.48755259,37.47672994,366.31932929,14.60151797,-28.39990294,37.00073858,1.33213141,2.63784581,2.62587809,1.134873,1.2558339,7.19546406,7.15944326,,0.68396199,9.46399608,8.6152647,3.2784381,Finance
DEN,Denbury Inc.,-3.42337728,37.12956765,-13.63519232,61.05983148,56.17553958,-10.32069886,54.96165677,43.6380545,-24.89904165,748.91408803,8.8338,-24.57202435,757.39795007,28.17269978,22.44036885,4.50465305,21.90552626,-13.49985028,,38.66813876,7.00075396,1.39149641,2.05185873,1.91671057,1.440313,20.59774386,32.47012288,31.24111047,0.71001193,2.97111283,10.1997322,182.14201439,3.33700332,Energy Minerals
MTG,MGIC Investment Corporation,2.36296727,-1.08714445,,,,,,100.4691397,25.81998474,50.9928042,2.7908,23.62194025,36.27908149,73.78581752,-14.87720284,-0.01028582,0.05549038,-42.19908748,-31.88375023,-6.56513561,55.14719237,1.21138704,1.95529273,2.04707142,0.574286,12.23048287,16.70692422,14.30471387,,1.05169019,6.30709169,7.487744,4.15487395,Finance
MGY,Magnolia Oil & Gas Corporation,-9.10915682,57.13742557,-14.5554296,69.03791295,73.19257147,-7.02394846,64.08818766,63.36916116,-3.86784851,99.39927236,4.7134,-5.12282616,113.66657579,52.26536787,47.27904865,-0.36229831,0.15550588,0.48834025,31.75933898,35.47546567,43.75479863,0.94170404,2.54463454,1.90790444,0.535963,28.30366147,48.19708376,37.48645609,3.09825095,3.03695642,6.46073903,8.68204935,2.98625689,Energy Minerals
VNOM,Viper Energy Partners LP,-1.79284229,67.08259061,-4.86217164,80.4789215,78.82481121,-1.28305623,67.62841085,77.80545028,-8.72180451,135.21176471,1.9993,-10.03392831,161.53925549,18.14347905,-3.74578818,-1.74511944,-6.57954928,-25.72744349,,2355.33580076,76.00038665,0.24146257,1.95390932,1.40313414,0.479244,5.58798981,23.68531486,12.1789186,3.76772677,3.08143762,12.90673898,,2.87296145,Energy Minerals
FLS,Flowserve Corporation,10.2081495,2.09146414,10.04403566,-6.74310477,27.51363717,37.58678267,-26.13868382,5.34933833,91.19094488,49.28831169,1.4369,91.29866248,49.81381353,5.21943947,0.86037886,0.90788103,2.35253348,-2.73138416,-35.92724046,-159.58357029,-3.21696099,2.21040851,2.82474848,2.2602477,0.425513,5.00272184,13.18400213,7.43668557,1.28868522,2.55437152,19.78849455,1030.15294118,1.18586897,Producer Manufacturing
THO,"Thor Industries, Inc.",-6.4945887,-31.8244723,-9.55361688,-51.30372448,13.08398862,-12.37933483,-52.56310279,5.26057107,-25.27864467,-66.24669111,6.9493,-25.20895634,-67.105846,3.36539836,-1.9883825,-3.88046851,-19.63616439,-23.62431635,87.94449227,3.41531443,6.95466746,1.18758048,2.94363108,1.94709019,1.036288,5.10289685,9.88973661,7.00080339,0.66444623,1.17677221,12.63170016,6.11236709,0.42509068,Consumer Durables
BXSL,Blackstone Secured Lending Fund,10.7476707,40.35020593,12.38844614,50.27882804,82.96744148,-0.72830748,2.32734749,67.39529613,3.97779833,-23.54288943,2.436,4.36029338,-12.1336513,45.5738126,-2.63861379,-2.79796125,-8.69196057,0.52889509,16.30757053,76.18614046,51.88049035,0.81091043,1.9478624,1.86979814,0.975713,5.02500309,11.51874067,5.14980907,,1.04763036,8.75096625,8.12105074,4.13562351,Miscellaneous
